date,warehouse_id,shift,lines_picked,lines_packed,orders_processed,labor_hours,picks_per_hour,touches_per_order,equipment_utilization_pct,sla_adherence_pct
2025-03-16,WH-02,Night,4740,4619,448,334.1145504687448,14.186751200598819,4.153962683663356,0.6686142843083845,0.9057535127267764
2024-06-03,WH-01,Day,4283,4214,354,356.7203083698647,12.00660545392661,2.705220231692256,0.8484208977580102,0.8662556043663431
2025-11-10,WH-01,Night,3367,3215,264,359.28412345364075,9.371413263782728,2.8734157024381077,0.8630724219082767,0.8888939374648496
2024-03-16,WH-03,Day,4610,4311,560,313.3873285569014,14.710231014215902,2.257089989471178,0.7304614056567502,0.7931483911209888
2024-04-15,WH-01,Night,2731,2667,440,456.38528584153096,5.983979073655489,4.533052018540134,0.7747333045915141,0.8026472072719971
2025-04-08,WH-03,Night,1870,1766,297,485.9792220547178,3.847901134730923,2.797454270635384,0.7848773093277199,0.9595884967152774
2025-05-11,WH-03,Night,3955,3752,347,435.60663617807523,9.079292351237742,4.03786154981745,0.7382769697547799,0.8280478364543407
2025-08-15,WH-02,Day,2308,2222,320,205.51508181782037,11.23031934972994,4.735641391632378,0.7324627162170182,0.957512443459379
2025-10-07,WH-03,Day,1623,1382,270,499.7595177307655,3.2475619621402703,3.9208368358315178,0.774776581408829,0.8968009184546807
2024-03-13,WH-02,Day,2669,2384,590,441.49299158552117,6.045396078462982,4.142377798354188,0.9139345296337938,0.9238461747087698
2024-08-22,WH-03,Day,4311,4209,252,497.97417909831927,8.657075368457694,4.603769902491003,0.8521194509684554,0.749571959450398
2024-11-02,WH-02,Day,4781,4534,374,486.8599532335243,9.820072421743783,3.4369007350374394,0.7676432358993063,0.7094335998299391
2024-10-05,WH-01,Day,3106,2982,351,215.9118127346771,14.385502861841113,4.667022201305292,0.9059010288234823,0.9275952871106453
2024-08-16,WH-03,Night,2118,1838,521,379.22776121813854,5.585034157828147,3.8178824224723837,0.8140660700086558,0.9316649303161807
2025-03-25,WH-03,Night,1764,1759,367,296.2751726921837,5.953924468158914,4.880882872643395,0.7740197726807068,0.9109198987056328
2025-12-21,WH-02,Night,4506,4378,386,445.58306102720445,10.112592677137007,2.024601124420165,0.8657968457933426,0.8620306974090752
2024-06-05,WH-01,Day,4297,4278,381,407.7948126962498,10.537161989847736,2.485357203445243,0.6826135217830948,0.7839948688380332
2025-03-16,WH-03,Day,4362,4113,424,271.33129978216596,16.076287562481596,3.7559835591507174,0.8140763883872136,0.9540211559015672
2025-01-12,WH-01,Day,1796,1554,408,468.39725881143806,3.8343520723357027,2.7011259152888627,0.725851687989713,0.9089671934359089
2025-09-07,WH-02,Day,4627,4367,280,556.0388141574765,8.321361534825483,2.9166084403636607,0.6913672332264007,0.7255318922342515
2024-08-05,WH-01,Day,3239,3029,528,510.5407229070726,6.344253954036796,3.872268883490997,0.8177060760906555,0.8780538541281863
2025-12-08,WH-01,Day,3807,3738,237,458.9904466639344,8.294290279177478,4.278412639118683,0.9099862116919479,0.7759546186891229
2025-08-04,WH-01,Day,1721,1703,549,253.939792599337,6.777196997696899,3.560950921732136,0.6708651544221397,0.7536382803466785
2026-01-19,WH-01,Day,2211,2047,339,562.4419557419906,3.9310723132010685,3.4028105435553346,0.6704147165014892,0.7607635264705295
2025-02-14,WH-01,Night,2549,2528,548,546.9333732593043,4.660531107856723,3.128650933458069,0.7559092814002807,0.829374242988203
2025-01-13,WH-01,Day,3083,2914,545,202.76010025126624,15.205161154386175,3.5101914354468553,0.9043823237454287,0.8601012001448132
2025-02-14,WH-02,Day,1631,1387,290,300.2025421247332,5.432998629712884,4.439434373043557,0.688633626643239,0.9684651349852603
2024-12-24,WH-02,Night,2530,2443,285,453.7163625345292,5.576170949328413,2.157020900871782,0.9415097233510193,0.7040231897621265
2025-10-26,WH-03,Day,4204,4204,319,345.9682057599938,12.15140562053963,2.08376779171592,0.9422192372675446,0.9376299163165986
2025-09-25,WH-01,Night,2387,2101,223,528.6879247146674,4.514950859315092,4.89823016326104,0.7180958543724908,0.7214877221017845
2025-08-20,WH-02,Night,2373,2297,459,329.0345784598535,7.212007963137336,2.73212160152673,0.8713635058417966,0.9134599206866647
2024-12-09,WH-01,Day,2091,1856,428,495.88158258047594,4.216732529405152,3.773899109513529,0.938360326465034,0.7965017337794649
2025-03-06,WH-01,Night,2239,2137,287,443.3313383617973,5.0503986663193645,3.638637498430339,0.7097682331370061,0.8189595500420601
2024-03-28,WH-03,Night,2397,2113,512,461.56169486781704,5.193238578184998,3.279772835557804,0.9423199496477437,0.7312607012871203
2024-05-22,WH-01,Day,4058,4057,579,222.4799818652036,18.239843270297754,4.57267518994455,0.8921258286525697,0.7093539896715929
2025-06-02,WH-03,Night,4499,4386,273,430.01031517532994,10.46253971411268,2.810984809296152,0.7018906628312299,0.7858623640887928
2024-10-06,WH-03,Day,1779,1627,362,522.3935179313307,3.4054787031906697,3.3699971412300185,0.6949823966827504,0.8271804806316106
2024-05-08,WH-03,Night,3856,3735,215,257.4035301441952,14.980369530440793,3.0636963773420027,0.8495595848641595,0.9127954526479078
2026-02-10,WH-03,Night,3578,3479,354,504.2914188222321,7.095103875367115,3.9834989278033297,0.7990666244907747,0.7006303972966603
2024-10-14,WH-01,Day,3156,2997,470,442.6648113660877,7.129547953586851,3.4172901163539198,0.9233426460673362,0.9145179145700228
2024-08-05,WH-01,Night,2982,2850,289,417.0893194819907,7.14954773645015,4.553733150090755,0.7501998259850045,0.7412546010415364
2025-05-20,WH-01,Night,3616,3317,343,550.6421754635007,6.566878021931842,4.454239050998694,0.8937710818211284,0.7625551822925869
2025-01-08,WH-01,Day,3445,3149,269,588.1644015355679,5.8572058951644514,4.63023290388701,0.7249770982919279,0.7909209046349468
2025-12-03,WH-03,Day,3679,3496,217,530.7681462894095,6.93146343788681,4.591907769947727,0.8208712709262256,0.9514143441666854
2025-08-16,WH-03,Day,3273,3009,398,503.4879209086581,6.500652476613797,3.2763058781315255,0.6720744461416325,0.8015482434887322
2025-12-23,WH-03,Night,4486,4417,527,342.950327077748,13.08061152244654,4.448196359696495,0.8029060700761294,0.7940765580909515
2025-04-08,WH-03,Night,1535,1418,454,479.6517663853741,3.2002383970513955,4.528784037629864,0.6559626787585335,0.7677439335149552
2025-04-25,WH-03,Night,4019,3854,548,309.68501534827095,12.977702506788207,2.654202906715796,0.7142325235183988,0.724716311523232
2025-08-04,WH-03,Day,3069,2971,342,540.8112559309096,5.674807922992037,4.540663722952925,0.8483256401506962,0.9396019764656779
2024-09-26,WH-03,Day,4782,4634,431,322.3850812756161,14.833192594019987,4.3278496562049416,0.845755897102554,0.9870210572886866
2025-07-25,WH-03,Day,4990,4764,559,261.3954228519031,19.089852245910013,4.78076207694767,0.8067091843525709,0.8865332289117168
2025-11-03,WH-01,Day,3035,2952,338,322.27677827683857,9.417371044316784,2.3966373695548286,0.745212691319962,0.8105570803883164
2024-06-03,WH-01,Day,1772,1683,224,235.09411950121253,7.53740673632996,3.3779613860594053,0.9342404511132082,0.9613002225923585
2026-01-31,WH-02,Night,2087,1812,407,312.29237485313604,6.68284008209124,3.1008713382573645,0.6770404594262381,0.927971406349889
